"Date";"Indoor Temperature";"Indoor Humidity";"Outdoor Temperature 1";"Outdoor Humidity 1";"Outdoor Temperature 2";"Outdoor Humidity 2";"Outdoor Temperature 3";"Outdoor Humidity 3";"Outdoor Temperature 4";"Outdoor Humidity 4";"Outdoor Temperature 5";"Outdoor Humidity 5"
"01.04.2009 09:56";"8.5";"38";"21.8";"---";"---";"---";"---";"---";"---";"---";"---";"---"
"01.04.2009 09:57";"8.4";"39";"21.8";"---";"---";"---";"---";"---";"---";"---";"---";"---"
"01.04.2009 09:58";"8.4";"39";"21.7";"---";"---";"---";"---";"---";"---";"---";"---";"---"
"01.04.2009 09:59";"8.4";"41";"21.7";"---";"---";"---";"---";"---";"---";"---";"---";"---"
"01.04.2009 10:00";"8.3";"42";"21.7";"---";"---";"---";"---";"---";"---";"---";"---";"---"
"01.04.2009 10:01";"8.3";"43";"21.7";"---";"---";"---";"---";"---";"---";"---";"---";"---"
"01.04.2009 10:02";"8.3";"44";"21.7";"---";"---";"---";"---";"---";"---";"---";"---";"---"
"01.04.2009 10:03";"8.3";"45";"21.8";"---";"---";"---";"---";"---";"---";"---";"---";"---"
"01.04.2009 10:04";"8.3";"46";"21.8";"---";"---";"---";"---";"---";"---";"---";"---";"---"
"01.04.2009 10:05";"8.3";"47";"21.8";"---";"---";"---";"---";"---";"---";"---";"---";"---"
"01.04.2009 10:06";"8.3";"48";"21.8";"---";"---";"---";"---";"---";"---";"---";"---";"---"
"01.04.2009 10:07";"8.3";"48";"21.8";"---";"---";"---";"---";"---";"---";"---";"---";"---"
"01.04.2009 10:08";"8.3";"48";"22.0";"---";"---";"---";"---";"---";"---";"---";"---";"---"
"01.04.2009 10:09";"8.3";"50";"22.0";"---";"---";"---";"---";"---";"---";"---";"---";"---"
"01.04.2009 10:10";"8.4";"50";"22.0";"---";"---";"---";"---";"---";"---";"---";"---";"---"
"01.04.2009 10:11";"8.4";"51";"22.0";"---";"---";"---";"---";"---";"---";"---";"---";"---"
"01.04.2009 10:12";"8.4";"52";"22.0";"---";"---";"---";"---";"---";"---";"---";"---";"---"
"01.04.2009 10:13";"8.4";"52";"21.9";"---";"---";"---";"---";"---";"---";"---";"---";"---"
"01.04.2009 10:14";"8.5";"53";"21.9";"---";"---";"---";"---";"---";"---";"---";"---";"---"
"01.04.2009 10:15";"8.5";"53";"21.9";"---";"---";"---";"---";"---";"---";"---";"---";"---"
"01.04.2009 10:16";"8.4";"51";"21.9";"---";"---";"---";"---";"---";"---";"---";"---";"---"
"01.04.2009 10:17";"8.4";"49";"21.9";"---";"---";"---";"---";"---";"---";"---";"---";"---"
"01.04.2009 10:18";"8.4";"48";"22.0";"---";"---";"---";"---";"---";"---";"---";"---";"---"
"01.04.2009 10:19";"8.2";"44";"22.0";"---";"---";"---";"---";"---";"---";"---";"---";"---"
"01.04.2009 10:20";"8.1";"42";"22.0";"---";"---";"---";"---";"---";"---";"---";"---";"---"
"01.04.2009 10:21";"8.0";"40";"22.0";"---";"---";"---";"---";"---";"---";"---";"---";"---"
"01.04.2009 10:22";"7.9";"39";"22.0";"---";"---";"---";"---";"---";"---";"---";"---";"---"
"01.04.2009 10:23";"7.9";"39";"22.1";"---";"---";"---";"---";"---";"---";"---";"---";"---"
"01.04.2009 10:24";"7.8";"39";"22.1";"---";"---";"---";"---";"---";"---";"---";"---";"---"
"01.04.2009 10:25";"7.7";"39";"22.1";"---";"---";"---";"---";"---";"---";"---";"---";"---"
"01.04.2009 10:26";"7.7";"40";"22.1";"---";"---";"---";"---";"---";"---";"---";"---";"---"
"01.04.2009 10:27";"7.6";"41";"22.1";"---";"---";"---";"---";"---";"---";"---";"---";"---"
"01.04.2009 10:28";"7.6";"41";"22.2";"---";"---";"---";"---";"---";"---";"---";"---";"---"
"01.04.2009 10:29";"7.6";"43";"22.2";"---";"---";"---";"---";"---";"---";"---";"---";"---"
"01.04.2009 10:30";"7.6";"44";"22.2";"---";"---";"---";"---";"---";"---";"---";"---";"---"
"01.04.2009 10:31";"7.6";"45";"22.2";"---";"---";"---";"---";"---";"---";"---";"---";"---"
"01.04.2009 10:32";"7.6";"46";"22.2";"---";"---";"---";"---";"---";"---";"---";"---";"---"
"01.04.2009 10:33";"7.6";"47";"22.3";"---";"---";"---";"---";"---";"---";"---";"---";"---"
"01.04.2009 10:34";"7.6";"48";"22.3";"---";"---";"---";"---";"---";"---";"---";"---";"---"
"01.04.2009 10:35";"7.7";"49";"22.3";"---";"---";"---";"---";"---";"---";"---";"---";"---"
"01.04.2009 10:36";"7.7";"50";"22.3";"---";"---";"---";"---";"---";"---";"---";"---";"---"
"01.04.2009 10:37";"7.7";"50";"22.3";"---";"---";"---";"---";"---";"---";"---";"---";"---"
"01.04.2009 10:38";"7.7";"50";"22.3";"---";"---";"---";"---";"---";"---";"---";"---";"---"
"01.04.2009 10:39";"7.8";"51";"22.3";"---";"---";"---";"---";"---";"---";"---";"---";"---"
"01.04.2009 10:40";"7.8";"52";"22.3";"---";"---";"---";"---";"---";"---";"---";"---";"---"
"01.04.2009 10:41";"7.8";"52";"22.3";"---";"---";"---";"---";"---";"---";"---";"---";"---"
"01.04.2009 10:42";"7.9";"53";"22.3";"---";"---";"---";"---";"---";"---";"---";"---";"---"
"01.04.2009 10:43";"7.9";"53";"22.4";"---";"---";"---";"---";"---";"---";"---";"---";"---"
"01.04.2009 10:44";"8.0";"54";"22.4";"---";"---";"---";"---";"---";"---";"---";"---";"---"
"01.04.2009 10:45";"8.0";"54";"22.4";"---";"---";"---";"---";"---";"---";"---";"---";"---"
"01.04.2009 10:46";"8.0";"54";"22.4";"---";"---";"---";"---";"---";"---";"---";"---";"---"
"01.04.2009 10:47";"8.0";"53";"22.4";"---";"---";"---";"---";"---";"---";"---";"---";"---"
"01.04.2009 10:48";"8.0";"53";"22.4";"---";"---";"---";"---";"---";"---";"---";"---";"---"
"01.04.2009 10:49";"7.9";"49";"22.4";"---";"---";"---";"---";"---";"---";"---";"---";"---"
"01.04.2009 10:50";"7.8";"47";"22.4";"---";"---";"---";"---";"---";"---";"---";"---";"---"
"01.04.2009 10:51";"7.7";"44";"22.4";"---";"---";"---";"---";"---";"---";"---";"---";"---"
"01.04.2009 10:52";"7.6";"42";"22.4";"---";"---";"---";"---";"---";"---";"---";"---";"---"
"01.04.2009 10:53";"7.6";"42";"22.3";"---";"---";"---";"---";"---";"---";"---";"---";"---"
"01.04.2009 10:54";"7.5";"40";"22.3";"---";"---";"---";"---";"---";"---";"---";"---";"---"
"01.04.2009 10:55";"7.4";"40";"22.3";"---";"---";"---";"---";"---";"---";"---";"---";"---"
"01.04.2009 10:56";"7.4";"40";"22.3";"---";"---";"---";"---";"---";"---";"---";"---";"---"
"01.04.2009 10:57";"7.4";"41";"22.3";"---";"---";"---";"---";"---";"---";"---";"---";"---"
"01.04.2009 10:58";"7.4";"41";"22.3";"---";"---";"---";"---";"---";"---";"---";"---";"---"
"01.04.2009 10:59";"7.3";"43";"22.3";"---";"---";"---";"---";"---";"---";"---";"---";"---"
"01.04.2009 11:00";"7.3";"44";"22.3";"---";"---";"---";"---";"---";"---";"---";"---";"---"
"01.04.2009 11:01";"7.3";"45";"22.3";"---";"---";"---";"---";"---";"---";"---";"---";"---"
"01.04.2009 11:02";"7.3";"46";"22.3";"---";"---";"---";"---";"---";"---";"---";"---";"---"
"01.04.2009 11:03";"7.3";"46";"22.2";"---";"---";"---";"---";"---";"---";"---";"---";"---"
"01.04.2009 11:04";"7.4";"48";"22.2";"---";"---";"---";"---";"---";"---";"---";"---";"---"
"01.04.2009 11:05";"7.4";"49";"22.2";"---";"---";"---";"---";"---";"---";"---";"---";"---"
"01.04.2009 11:06";"7.4";"50";"22.2";"---";"---";"---";"---";"---";"---";"---";"---";"---"
"01.04.2009 11:07";"7.4";"51";"22.2";"---";"---";"---";"---";"---";"---";"---";"---";"---"
"01.04.2009 11:08";"7.5";"51";"22.2";"---";"---";"---";"---";"---";"---";"---";"---";"---"
"01.04.2009 11:09";"7.5";"52";"22.2";"---";"---";"---";"---";"---";"---";"---";"---";"---"
"01.04.2009 11:10";"7.6";"52";"22.2";"---";"---";"---";"---";"---";"---";"---";"---";"---"
"01.04.2009 11:11";"7.6";"53";"22.2";"---";"---";"---";"---";"---";"---";"---";"---";"---"
"01.04.2009 11:12";"7.6";"53";"22.2";"---";"---";"---";"---";"---";"---";"---";"---";"---"
"01.04.2009 11:13";"7.6";"53";"22.2";"---";"---";"---";"---";"---";"---";"---";"---";"---"
"01.04.2009 11:14";"7.7";"54";"22.2";"---";"---";"---";"---";"---";"---";"---";"---";"---"
"01.04.2009 11:15";"7.8";"54";"22.2";"---";"---";"---";"---";"---";"---";"---";"---";"---"
"01.04.2009 11:16";"7.8";"55";"22.2";"---";"---";"---";"---";"---";"---";"---";"---";"---"
"01.04.2009 11:17";"7.8";"55";"22.2";"---";"---";"---";"---";"---";"---";"---";"---";"---"
"01.04.2009 11:18";"7.9";"55";"22.2";"---";"---";"---";"---";"---";"---";"---";"---";"---"
"01.04.2009 11:19";"7.8";"53";"22.2";"---";"---";"---";"---";"---";"---";"---";"---";"---"
"01.04.2009 11:20";"7.7";"51";"22.2";"---";"---";"---";"---";"---";"---";"---";"---";"---"
"01.04.2009 11:21";"7.7";"48";"22.2";"---";"---";"---";"---";"---";"---";"---";"---";"---"
"01.04.2009 11:22";"7.6";"46";"22.2";"---";"---";"---";"---";"---";"---";"---";"---";"---"
"01.04.2009 11:23";"7.6";"45";"22.2";"---";"---";"---";"---";"---";"---";"---";"---";"---"
"01.04.2009 11:24";"7.5";"42";"22.2";"---";"---";"---";"---";"---";"---";"---";"---";"---"
"01.04.2009 11:25";"7.4";"42";"22.2";"---";"---";"---";"---";"---";"---";"---";"---";"---"
"01.04.2009 11:26";"7.4";"43";"22.2";"---";"---";"---";"---";"---";"---";"---";"---";"---"
"01.04.2009 11:27";"7.4";"44";"22.2";"---";"---";"---";"---";"---";"---";"---";"---";"---"
"01.04.2009 11:28";"7.4";"44";"22.2";"---";"---";"---";"---";"---";"---";"---";"---";"---"
"01.04.2009 11:29";"7.3";"45";"22.2";"---";"---";"---";"---";"---";"---";"---";"---";"---"
"01.04.2009 11:30";"7.3";"46";"22.2";"---";"---";"---";"---";"---";"---";"---";"---";"---"
"01.04.2009 11:31";"7.4";"47";"22.2";"---";"---";"---";"---";"---";"---";"---";"---";"---"
"01.04.2009 11:32";"7.4";"48";"22.2";"---";"---";"---";"---";"---";"---";"---";"---";"---"
"01.04.2009 11:33";"7.4";"48";"22.1";"---";"---";"---";"---";"---";"---";"---";"---";"---"
"01.04.2009 11:34";"7.4";"50";"22.1";"---";"---";"---";"---";"---";"---";"---";"---";"---"
"01.04.2009 11:35";"7.5";"50";"22.1";"---";"---";"---";"---";"---";"---";"---";"---";"---"
"01.04.2009 11:36";"8.3";"58";"22.1";"---";"---";"---";"---";"---";"---";"---";"---";"---"
"01.04.2009 11:37";"9.2";"63";"22.1";"---";"---";"---";"---";"---";"---";"---";"---";"---"
"01.04.2009 11:38";"9.5";"65";"22.2";"---";"---";"---";"---";"---";"---";"---";"---";"---"
"01.04.2009 11:39";"11.8";"70";"22.2";"---";"---";"---";"---";"---";"---";"---";"---";"---"
"01.04.2009 11:40";"13.5";"70";"22.2";"---";"---";"---";"---";"---";"---";"---";"---";"---"
"01.04.2009 11:41";"14.7";"67";"22.2";"---";"---";"---";"---";"---";"---";"---";"---";"---"
"01.04.2009 11:42";"15.5";"64";"22.2";"---";"---";"---";"---";"---";"---";"---";"---";"---"
